probe_set,gene_id
Mtr.8480.1.S1_at,Medtr7g074570.2
Mtr.8482.1.S1_at,Medtr2g070380.2
Mtr.8482.1.S1_at,Medtr2g070380.1
Mtr.8483.1.S1_at,Medtr7g066710.1
Mtr.8483.1.S1_at,Medtr7g056183.1
Mtr.8484.1.S1_at,Medtr5g077540.1
Mtr.8485.1.S1_s_at,Medtr8g067265.2
Mtr.8485.1.S1_s_at,Medtr8g067265.3
Mtr.8485.1.S1_s_at,Medtr8g067265.1
Mtr.8486.1.S1_at,Medtr1g092770.1
Mtr.8487.1.S1_s_at,Medtr3g015130.3
Mtr.8487.1.S1_s_at,Medtr3g015130.1
Mtr.8487.1.S1_s_at,Medtr3g015130.2
Mtr.8487.1.S1_s_at,Medtr4g123000.1
Mtr.8488.1.S1_at,Medtr3g102420.1
Mtr.8489.1.S1_at,Medtr6g075160.2
Mtr.8489.1.S1_at,Medtr6g075160.1
Mtr.849.1.S1_at,Medtr1g039090.1
Mtr.8490.1.S1_at,Medtr2g005840.1
Mtr.8490.1.S1_at,Medtr2g005840.2
Mtr.8490.1.S1_at,Medtr2g005840.4
Mtr.8490.1.S1_at,Medtr2g005840.3
Mtr.8490.1.S1_at,Medtr2g005840.5
Mtr.8490.1.S1_s_at,Medtr2g005840.1
Mtr.8490.1.S1_s_at,Medtr2g005840.2
Mtr.8490.1.S1_s_at,Medtr2g005840.4
Mtr.8490.1.S1_s_at,Medtr2g005840.3
Mtr.8490.1.S1_s_at,Medtr2g005840.5
Mtr.8492.1.S1_s_at,Medtr6g049240.1
Mtr.8492.1.S1_s_at,Medtr5g046560.1
Mtr.8494.1.S1_at,Medtr8g099945.1
Mtr.8495.1.S1_at,Medtr8g099795.1
Mtr.8495.1.S1_s_at,Medtr8g099945.1
Mtr.8495.1.S1_s_at,Medtr8g099795.1
Mtr.8497.1.S1_at,Medtr3g435460.1
Mtr.8497.1.S1_at,Medtr3g435460.2
Mtr.8498.1.S1_at,Medtr3g464580.3
Mtr.8498.1.S1_at,Medtr3g464580.1
Mtr.8498.1.S1_at,Medtr3g464580.2
Mtr.8498.1.S1_s_at,Medtr3g464580.3
Mtr.8498.1.S1_s_at,Medtr3g464580.1
Mtr.8498.1.S1_s_at,Medtr3g464580.2
Mtr.8499.1.S1_at,Medtr5g071360.2
Mtr.8499.1.S1_at,Medtr5g071360.1
Mtr.85.1.S1_at,Medtr5g088590.1
Mtr.8501.1.S1_s_at,Medtr2g070420.2
Mtr.8501.1.S1_s_at,Medtr2g070420.1
Mtr.8502.1.S1_s_at,Medtr1g106005.1
Mtr.8503.1.S1_at,Medtr1g070495.1
Mtr.8504.1.S1_at,Medtr5g093390.1
Mtr.8505.1.S1_at,Medtr2g081770.1
Mtr.8506.1.S1_at,Medtr3g078653.1
Mtr.8508.1.S1_at,Medtr7g050980.1
Mtr.8509.1.S1_at,Medtr4g052420.1
Mtr.8509.1.S1_at,Medtr4g052420.2
Mtr.8510.1.S1_at,Medtr1g030275.1
Mtr.8511.1.S1_at,Medtr1g030268.1
Mtr.8511.1.S1_at,Medtr1g030268.2
Mtr.8512.1.S1_at,Medtr5g022560.1
Mtr.8513.1.S1_at,Medtr7g103420.1
Mtr.8513.1.S1_at,Medtr7g103420.3
Mtr.8513.1.S1_at,Medtr7g103420.2
Mtr.8514.1.S1_at,Medtr7g057770.1
Mtr.8515.1.S1_at,Medtr3g075500.1
Mtr.8516.1.S1_at,Medtr4g021880.2
Mtr.8516.1.S1_at,Medtr4g021880.1
Mtr.8517.1.S1_at,Medtr5g031250.2
Mtr.8517.1.S1_at,Medtr5g031250.1
Mtr.8518.1.S1_s_at,Medtr5g031310.1
Mtr.8519.1.S1_at,Medtr7g081580.1
Mtr.8519.1.S1_at,Medtr7g481600.1
Mtr.8520.1.S1_at,Medtr6g025320.1
Mtr.8520.1.S1_at,Medtr6g025320.2
Mtr.8521.1.S1_at,Medtr6g033055.1
Mtr.8522.1.S1_at,Medtr7g093530.1
Mtr.8523.1.S1_at,Medtr3g106585.1
Mtr.8524.1.S1_at,Medtr3g009280.1
Mtr.8525.1.S1_at,Medtr3g467620.1
Mtr.8525.1.S1_at,Medtr3g467620.2
Mtr.8526.1.S1_at,Medtr4g029550.1
Mtr.8527.1.S1_at,Medtr1g017390.1
Mtr.8528.1.S1_at,Medtr1g017380.1
Mtr.8529.1.S1_at,Medtr6g007975.1
Mtr.8529.1.S1_at,Medtr6g007985.1
Mtr.8529.1.S1_at,Medtr6g008015.1
Mtr.8530.1.S1_at,Medtr2g008225.1
Mtr.8530.1.S1_s_at,Medtr2g008225.1
Mtr.8530.1.S1_s_at,Medtr2g008220.1
Mtr.8530.1.S1_x_at,Medtr2g008225.1
Mtr.8531.1.S1_at,Medtr1g115820.1
Mtr.8531.1.S1_at,Medtr1g115820.2
Mtr.8532.1.S1_at,Medtr5g041700.1
Mtr.8532.1.S1_s_at,Medtr5g041700.1
Mtr.8533.1.S1_s_at,Medtr5g041700.1
Mtr.8534.1.S1_at,Medtr8g106790.1
Mtr.8535.1.S1_at,Medtr7g053330.1
Mtr.8536.1.S1_at,Medtr2g012560.1
Mtr.8536.1.S1_at,Medtr2g012560.2
Mtr.8537.1.S1_s_at,Medtr2g012560.2
Mtr.8537.1.S1_s_at,Medtr2g012560.1
Mtr.8538.1.S1_at,Medtr8g086020.1
Mtr.8539.1.S1_at,Medtr4g104880.1
Mtr.8539.1.S1_at,Medtr4g104880.2
Mtr.8543.1.S1_at,Medtr6g004020.1
Mtr.8543.1.S1_at,Medtr6g004020.2
Mtr.8544.1.S1_at,Medtr7g069540.1
Mtr.8545.1.S1_at,Medtr2g091225.1
Mtr.8545.1.S1_at,Medtr2g091225.2
Mtr.8546.1.S1_at,Medtr1g090060.1
Mtr.8548.1.S1_at,Medtr3g082100.1
Mtr.8549.1.S1_s_at,Medtr8g072000.3
Mtr.8549.1.S1_s_at,Medtr8g072000.1
Mtr.8549.1.S1_s_at,Medtr8g072000.2
Mtr.855.1.S1_at,Medtr1g039030.1
Mtr.8550.1.S1_s_at,Medtr1g090820.1
Mtr.8550.1.S1_s_at,Medtr1g090820.3
Mtr.8551.1.S1_at,Medtr1g080950.2
Mtr.8551.1.S1_at,Medtr1g080950.1
Mtr.8552.1.S1_at,Medtr7g062150.1
Mtr.8552.1.S1_at,Medtr7g062150.2
Mtr.8553.1.S1_at,Medtr4g021800.3
Mtr.8553.1.S1_at,Medtr4g021800.2
Mtr.8553.1.S1_at,Medtr4g021800.6
Mtr.8553.1.S1_at,Medtr4g021800.7
Mtr.8553.1.S1_at,Medtr4g021800.1
Mtr.8553.1.S1_at,Medtr4g021800.5
Mtr.8553.1.S1_at,Medtr4g021800.4
Mtr.8554.1.S1_at,Medtr5g096670.1
Mtr.8555.1.S1_at,Medtr3g093980.3
Mtr.8556.1.S1_at,Medtr5g055370.1
Mtr.8558.1.S1_at,Medtr2g022490.1
Mtr.8559.1.S1_at,Medtr2g022480.1
Mtr.8561.1.S1_at,Medtr1g090130.1
Mtr.8562.1.S1_at,Medtr8g027760.2
Mtr.8562.1.S1_at,Medtr8g027760.1
Mtr.8563.1.S1_at,Medtr5g017650.1
Mtr.8565.1.S1_s_at,Medtr8g088880.1
Mtr.8566.1.S1_at,Medtr8g066340.1
Mtr.8567.1.S1_at,Medtr3g089940.1
Mtr.8567.1.S1_at,Medtr3g089940.4
Mtr.8568.1.S1_at,Medtr4g086020.1
Mtr.8569.1.S1_at,Medtr8g092040.1
Mtr.857.1.S1_at,Medtr1g038815.1
Mtr.8570.1.S1_at,Medtr4g057795.1
Mtr.8570.1.S1_at,Medtr4g057795.2
Mtr.8572.1.S1_at,Medtr1g062590.1
Mtr.8573.1.S1_at,Medtr1g047370.1
Mtr.8574.1.S1_at,Medtr3g075320.1
Mtr.8574.1.S1_at,Medtr3g075320.2
Mtr.8575.1.S1_at,Medtr7g047030.1
Mtr.8575.1.S1_at,Medtr7g047270.1
Mtr.8575.1.S1_at,Medtr0078s0010.1
Mtr.8575.1.S1_x_at,Medtr7g047030.1
Mtr.8575.1.S1_x_at,Medtr7g047270.1
Mtr.8575.1.S1_x_at,Medtr0078s0010.1
Mtr.8577.1.S1_at,Medtr4g129820.1
Mtr.8578.1.S1_at,Medtr5g027160.1
Mtr.8578.1.S1_at,Medtr5g027160.2
Mtr.8579.1.S1_at,Medtr8g469150.1
Mtr.858.1.S1_s_at,Medtr5g084160.1
Mtr.8580.1.S1_at,Medtr8g020800.1
Mtr.8581.1.S1_at,Medtr4g069240.1
Mtr.8582.1.S1_at,Medtr4g094510.1
Mtr.8582.1.S1_at,Medtr4g005450.1
Mtr.8584.1.S1_s_at,Medtr4g094512.1
Mtr.8584.1.S1_s_at,Medtr4g094512.3
Mtr.8584.1.S1_s_at,Medtr4g094512.5
Mtr.8584.1.S1_s_at,Medtr4g094512.4
Mtr.8584.1.S1_s_at,Medtr4g094512.2
Mtr.8585.1.S1_at,Medtr8g096320.1
Mtr.8585.1.S1_at,Medtr8g096320.2
Mtr.8586.1.S1_at,Medtr8g463130.1
Mtr.8586.1.S1_at,Medtr8g463130.2
Mtr.8588.1.S1_at,Medtr8g027835.1
Mtr.8589.1.S1_at,Medtr1g107425.2
Mtr.8589.1.S1_at,Medtr1g107425.1
Mtr.8591.1.S1_at,Medtr4g050170.1
Mtr.8592.1.S1_at,Medtr4g063557.1
Mtr.8592.1.S1_at,Medtr4g063557.2
Mtr.8592.1.S1_at,Medtr4g063557.3
Mtr.8594.1.S1_at,Medtr5g020840.1
Mtr.8594.1.S1_at,Medtr5g020840.2
Mtr.8595.1.S1_at,Medtr1g111910.1
Mtr.8595.1.S1_at,Medtr1g111910.2
Mtr.8597.1.S1_at,Medtr2g101180.2
Mtr.8597.1.S1_at,Medtr2g101180.1
Mtr.8597.1.S1_at,Medtr2g101180.3
Mtr.8598.1.S1_at,Medtr4g087420.1
Mtr.8599.1.S1_at,Medtr5g098170.1
Mtr.8599.1.S1_s_at,Medtr5g098170.1
Mtr.860.1.S1_s_at,Medtr5g084380.1
Mtr.8600.1.S1_at,Medtr8g015570.2
Mtr.8600.1.S1_at,Medtr8g015570.1
Mtr.8601.1.S1_at,Medtr0334s0010.1
Mtr.8603.1.S1_at,Medtr2g016490.1
Mtr.8604.1.S1_at,Medtr5g020740.1
Mtr.8605.1.S1_at,Medtr5g016410.1
Mtr.8606.1.S1_at,Medtr7g011990.1
Mtr.8607.1.S1_at,Medtr2g055940.1
Mtr.8608.1.S1_at,Medtr2g055940.1
Mtr.8609.1.S1_at,Medtr7g096150.1
Mtr.8611.1.S1_at,Medtr2g022380.1
Mtr.8613.1.S1_at,Medtr6g086680.1
Mtr.8614.1.S1_at,Medtr8g027975.1
Mtr.8615.1.S1_at,Medtr3g092030.2
Mtr.8615.1.S1_at,Medtr3g092030.1
Mtr.8615.1.S1_at,Medtr3g092030.3
Mtr.8617.1.S1_at,Medtr8g005420.1
Mtr.8617.1.S1_at,Medtr8g005420.3
Mtr.8617.1.S1_at,Medtr8g005420.2
Mtr.8617.1.S1_at,Medtr8g006690.1
Mtr.8618.1.S1_at,Medtr7g056103.1
Mtr.8619.1.S1_at,Medtr8g089310.3
Mtr.8619.1.S1_at,Medtr8g089310.2
Mtr.8619.1.S1_at,Medtr8g089310.1
Mtr.8621.1.S1_s_at,Medtr1g104610.2
Mtr.8621.1.S1_s_at,Medtr1g104610.1
Mtr.8622.1.S1_at,Medtr5g034250.4
Mtr.8622.1.S1_at,Medtr5g034250.1
Mtr.8622.1.S1_at,Medtr5g034250.3
Mtr.8622.1.S1_at,Medtr5g034250.2
Mtr.8624.1.S1_s_at,Medtr1g045750.1
Mtr.8625.1.S1_at,Medtr8g104210.3
Mtr.8625.1.S1_at,Medtr8g104210.2
Mtr.8625.1.S1_at,Medtr8g104210.1
Mtr.8626.1.S1_at,Medtr4g078545.1
Mtr.8628.1.S1_at,Medtr3g067815.1
Mtr.8628.1.S1_at,Medtr3g067815.2
Mtr.8629.1.S1_at,Medtr4g059450.1
Mtr.863.1.S1_at,Medtr1g113830.1
Mtr.8630.1.S1_at,Medtr8g037800.1
Mtr.8631.1.S1_at,Medtr8g079485.1
Mtr.8632.1.S1_s_at,Medtr4g120825.1
Mtr.8632.1.S1_s_at,Medtr4g120830.1
Mtr.8632.1.S1_s_at,Medtr8g104765.1
Mtr.8633.1.S1_at,Medtr4g120825.1
Mtr.8633.1.S1_at,Medtr8g104765.1
Mtr.8634.1.S1_at,Medtr1g102680.1
Mtr.8635.1.S1_at,Medtr8g012340.1
Mtr.8636.1.S1_at,Medtr1g060620.1
Mtr.8637.1.S1_at,Medtr7g111860.1
Mtr.8638.1.S1_at,Medtr7g113130.1
Mtr.8638.1.S1_at,Medtr7g113130.3
Mtr.864.1.S1_at,Medtr1g113830.1
Mtr.8642.1.S1_at,Medtr6g033290.1
Mtr.8643.1.S1_at,Medtr0136s0060.1
Mtr.8645.1.S1_at,Medtr2g009270.1
Mtr.8646.1.S1_at,Medtr8g037275.1
Mtr.8647.1.S1_at,Medtr7g094490.1
Mtr.8648.1.S1_at,Medtr1g072650.1
Mtr.8650.1.S1_at,Medtr4g097670.1
Mtr.8651.1.S1_a_at,Medtr6g084640.1
Mtr.8651.1.S1_at,Medtr6g084640.1
Mtr.8652.1.S1_at,Medtr4g088190.1
Mtr.8653.1.S1_at,Medtr1g066380.2
Mtr.8653.1.S1_at,Medtr1g066380.1
Mtr.8655.1.S1_at,Medtr1g047250.1
Mtr.8656.1.S1_s_at,Medtr4g093580.1
Mtr.8656.1.S1_s_at,Medtr4g093580.3
Mtr.8656.1.S1_s_at,Medtr4g093580.2
Mtr.8657.1.S1_at,Medtr5g030430.1
Mtr.8658.1.S1_at,Medtr5g022580.1
Mtr.8659.1.S1_at,Medtr2g094020.1
Mtr.8659.1.S1_at,Medtr2g094060.3
Mtr.8659.1.S1_at,Medtr2g094060.1
Mtr.8659.1.S1_at,Medtr2g094060.2
Mtr.8659.1.S1_s_at,Medtr2g094020.1
Mtr.8659.1.S1_s_at,Medtr2g094060.3
Mtr.8659.1.S1_s_at,Medtr2g094060.1
Mtr.8659.1.S1_s_at,Medtr2g094060.2
Mtr.8660.1.S1_at,Medtr1g082870.1
Mtr.8662.1.S1_at,Medtr4g086660.1
Mtr.8663.1.S1_at,Medtr4g086660.1
Mtr.8666.1.S1_s_at,Medtr4g088770.1
Mtr.8667.1.S1_at,Medtr4g088760.1
Mtr.8668.1.S1_at,Medtr1g094870.1
Mtr.8669.1.S1_at,Medtr0045s0110.1
Mtr.8670.1.S1_at,Medtr2g450550.1
Mtr.8670.1.S1_at,Medtr2g450550.3
Mtr.8671.1.S1_at,Medtr2g450550.2
Mtr.8674.1.S1_at,Medtr8g098980.1
Mtr.8676.1.S1_s_at,Medtr8g079280.1
Mtr.8677.1.S1_at,Medtr3g018780.1
Mtr.8678.1.S1_at,Medtr3g103960.1
Mtr.8679.1.S1_at,Medtr5g036580.1
Mtr.8680.1.S1_at,Medtr3g094040.1
Mtr.8681.1.S1_at,Medtr8g061350.1
Mtr.8682.1.S1_s_at,Medtr4g060780.1
Mtr.8683.1.S1_at,Medtr2g092930.1
Mtr.8684.1.S1_at,Medtr3g092070.1
Mtr.8684.1.S1_at,Medtr3g092070.2
Mtr.8685.1.S1_at,Medtr3g058970.1
Mtr.8685.1.S1_at,Medtr3g058970.2
Mtr.8686.1.S1_at,Medtr7g069390.1
Mtr.8687.1.S1_at,Medtr1g110670.1
Mtr.8689.1.S1_at,Medtr8g032320.1
Mtr.8690.1.S1_at,Medtr5g059210.1
Mtr.8691.1.S1_at,Medtr6g077820.1
Mtr.8692.1.S1_at,Medtr4g088750.1
Mtr.8694.1.S1_at,Medtr2g079510.1
Mtr.8695.1.S1_at,Medtr3g105710.1
Mtr.8696.1.S1_at,Medtr1g106730.1
Mtr.8697.1.S1_at,Medtr1g097300.2
Mtr.8697.1.S1_at,Medtr1g097300.1
Mtr.8698.1.S1_at,Medtr1g097300.2
Mtr.8698.1.S1_at,Medtr1g097300.1
Mtr.8699.1.S1_at,Medtr2g042470.1
Mtr.8699.1.S1_at,Medtr2g042470.2
Mtr.87.1.S1_at,Medtr5g088570.1
Mtr.8700.1.S1_at,Medtr5g075100.1
Mtr.8701.1.S1_at,Medtr8g036920.1
Mtr.8702.1.S1_at,Medtr3g102470.1
Mtr.8703.1.S1_at,Medtr3g103090.2
Mtr.8703.1.S1_s_at,Medtr3g103090.2
Mtr.8703.1.S1_s_at,Medtr3g103090.1
Mtr.8704.1.S1_at,Medtr3g116830.1
Mtr.8705.1.S1_at,Medtr2g025640.1
Mtr.8706.1.S1_at,Medtr5g019600.1
Mtr.8707.1.S1_at,Medtr0021s0370.1
Mtr.8708.1.S1_at,Medtr8g024310.1
Mtr.8709.1.S1_at,Medtr4g008140.1
Mtr.8710.1.S1_at,Medtr1g096200.2
Mtr.8710.1.S1_at,Medtr1g096200.1
Mtr.8711.1.S1_at,Medtr8g030550.2
Mtr.8711.1.S1_at,Medtr8g030550.1
Mtr.8712.1.S1_at,Medtr3g092510.1
Mtr.8713.1.S1_at,Medtr4g011180.2
Mtr.8713.1.S1_at,Medtr4g011180.1
Mtr.8714.1.S1_at,Medtr1g107350.1
Mtr.8715.1.S1_at,Medtr1g107315.1
Mtr.8716.1.S1_at,Medtr4g064897.1
Mtr.8717.1.S1_at,Medtr4g009040.2
Mtr.8717.1.S1_s_at,Medtr4g009040.2
Mtr.8717.1.S1_s_at,Medtr4g009040.1
Mtr.8717.1.S1_s_at,Medtr4g009040.3
Mtr.8718.1.S1_at,Medtr3g024450.1
Mtr.8719.1.S1_at,Medtr2g032130.1
Mtr.8720.1.S1_at,Medtr2g070540.1
Mtr.8721.1.S1_at,Medtr6g087140.6
Mtr.8721.1.S1_at,Medtr6g087140.2
Mtr.8721.1.S1_at,Medtr6g087140.9
Mtr.8721.1.S1_at,Medtr6g087140.3
Mtr.8721.1.S1_at,Medtr6g087140.10
Mtr.8721.1.S1_at,Medtr6g087140.4
Mtr.8721.1.S1_at,Medtr6g087140.11
Mtr.8721.1.S1_at,Medtr6g087140.5
Mtr.8721.1.S1_at,Medtr6g087140.12
Mtr.8722.1.S1_s_at,Medtr6g087140.6
Mtr.8722.1.S1_s_at,Medtr6g087140.2
Mtr.8722.1.S1_s_at,Medtr6g087140.9
Mtr.8722.1.S1_s_at,Medtr6g087140.3
Mtr.8722.1.S1_s_at,Medtr6g087140.1
Mtr.8722.1.S1_s_at,Medtr6g087140.8
Mtr.8722.1.S1_s_at,Medtr6g087140.10
Mtr.8722.1.S1_s_at,Medtr6g087140.4
Mtr.8722.1.S1_s_at,Medtr6g087140.13
Mtr.8722.1.S1_s_at,Medtr6g087140.11
Mtr.8722.1.S1_s_at,Medtr6g087140.5
Mtr.8722.1.S1_s_at,Medtr6g087140.7
Mtr.8722.1.S1_s_at,Medtr6g087140.12
Mtr.8723.1.S1_at,Medtr1g009010.2
Mtr.8723.1.S1_at,Medtr1g009010.1
Mtr.8724.1.S1_at,Medtr5g072450.1
Mtr.8725.1.S1_at,Medtr6g004430.1
Mtr.8726.1.S1_at,Medtr3g108910.1
Mtr.8727.1.S1_at,Medtr3g072670.1
Mtr.8728.1.S1_at,Medtr1g085620.2
Mtr.8728.1.S1_at,Medtr1g085620.1
Mtr.8729.1.S1_at,Medtr2g438110.1
Mtr.873.1.S1_s_at,Medtr1g114240.2
Mtr.873.1.S1_s_at,Medtr1g114240.1
Mtr.8730.1.S1_at,Medtr7g096120.1
Mtr.8730.1.S1_at,Medtr7g096140.1
Mtr.8731.1.S1_at,Medtr7g087090.1
Mtr.8732.1.S1_at,Medtr2g005900.1
Mtr.8733.1.S1_at,Medtr1g090837.1
Mtr.8734.1.S1_at,Medtr8g035590.1
Mtr.8735.1.S1_at,Medtr2g067080.1
Mtr.8736.1.S1_at,Medtr8g065050.1
Mtr.8736.1.S1_at,Medtr8g065050.2
Mtr.8737.1.S1_at,Medtr3g040400.1
Mtr.8738.1.S1_at,Medtr1g088960.2
Mtr.8738.1.S1_at,Medtr1g088960.1
Mtr.8739.1.S1_at,Medtr6g009370.1
Mtr.874.1.S1_at,Medtr1g114280.1
Mtr.8740.1.S1_at,Medtr3g054090.1
Mtr.8741.1.S1_at,Medtr3g078130.1
Mtr.8742.1.S1_at,Medtr1g022025.1
Mtr.8743.1.S1_at,Medtr8g031190.1
Mtr.8743.1.S1_at,Medtr8g031190.2
Mtr.8743.1.S1_at,Medtr3g055200.1
Mtr.8744.1.S1_at,Medtr7g057720.1
Mtr.8744.1.S1_at,Medtr7g057720.2
Mtr.8745.1.S1_at,Medtr4g120240.1
Mtr.8746.1.S1_at,Medtr4g021410.1
Mtr.8746.1.S1_at,Medtr4g021410.2
Mtr.8746.1.S1_at,Medtr4g021410.3
Mtr.8747.1.S1_at,Medtr1g090490.1
Mtr.8748.1.S1_at,Medtr6g027920.1
Mtr.8748.1.S1_at,Medtr6g027920.2
Mtr.8749.1.S1_at,Medtr3g071550.1
Mtr.875.1.S1_s_at,Medtr1g114290.1
Mtr.8750.1.S1_at,Medtr2g461240.1
Mtr.8751.1.S1_at,Medtr7g112000.1
Mtr.8752.1.S1_at,Medtr2g042430.1
Mtr.8753.1.S1_at,Medtr4g131970.1
Mtr.8754.1.S1_at,Medtr7g092820.1
Mtr.8755.1.S1_at,Medtr6g022860.2
Mtr.8755.1.S1_at,Medtr6g022860.1
Mtr.8756.1.S1_at,Medtr1g101130.1
Mtr.8757.1.S1_at,Medtr4g033150.1
Mtr.8758.1.S1_at,Medtr2g012380.1
Mtr.8759.1.S1_at,Medtr4g050760.1
Mtr.8759.1.S1_at,Medtr2g012380.1
Mtr.8759.1.S1_at,Medtr2g012380.2
Mtr.876.1.S1_s_at,Medtr1g114300.1
Mtr.8760.1.S1_at,Medtr5g009930.1
Mtr.8760.1.S1_at,Medtr5g009930.2
Mtr.8761.1.S1_at,Medtr1g076470.1
Mtr.8762.1.S1_at,Medtr3g115040.1
Mtr.8763.1.S1_at,Medtr8g096910.1
Mtr.8764.1.S1_a_at,Medtr3g105880.1
Mtr.8764.1.S1_a_at,Medtr3g105880.2
Mtr.8764.1.S1_at,Medtr3g105880.2
Mtr.8764.1.S1_at,Medtr3g105880.1
Mtr.8765.1.S1_at,Medtr1g041115.1
Mtr.8766.1.S1_at,Medtr3g072870.1
Mtr.8767.1.S1_at,Medtr5g072140.1
Mtr.8768.1.S1_at,Medtr8g028640.1
Mtr.8770.1.S1_at,Medtr2g097410.1
Mtr.8771.1.S1_at,Medtr3g449790.2
Mtr.8771.1.S1_at,Medtr3g449790.1
Mtr.8772.1.S1_at,Medtr6g007607.1
Mtr.8773.1.S1_s_at,Medtr6g007607.1
Mtr.8774.1.S1_at,Medtr4g117680.1
Mtr.8774.1.S1_at,Medtr4g117680.2
Mtr.8775.1.S1_at,Medtr1g022185.1
Mtr.8776.1.S1_at,Medtr4g094525.2
Mtr.8776.1.S1_at,Medtr4g094525.1
Mtr.8777.1.S1_at,Medtr5g029590.1
Mtr.8778.1.S1_at,Medtr8g107670.1
Mtr.8778.1.S1_at,Medtr8g107670.2
Mtr.8778.1.S1_at,Medtr8g107670.3
Mtr.8779.1.S1_at,Medtr1g034120.1
Mtr.8779.1.S1_at,Medtr1g034060.1
Mtr.8780.1.S1_at,Medtr1g104810.2
Mtr.8780.1.S1_at,Medtr1g104810.1
Mtr.8780.1.S1_s_at,Medtr1g104810.2
Mtr.8780.1.S1_s_at,Medtr1g104810.1
Mtr.8781.1.S1_at,Medtr1g014880.4
Mtr.8781.1.S1_at,Medtr1g014880.3
Mtr.8781.1.S1_at,Medtr1g014880.7
Mtr.8781.1.S1_at,Medtr1g014880.6
Mtr.8781.1.S1_at,Medtr1g014880.8
Mtr.8781.1.S1_at,Medtr1g014880.1
Mtr.8781.1.S1_at,Medtr1g014880.9
Mtr.8781.1.S1_at,Medtr1g014880.2
Mtr.8781.1.S1_at,Medtr1g014880.10
Mtr.8782.1.S1_at,Medtr8g080700.1
Mtr.8783.1.S1_at,Medtr6g056080.1
Mtr.8784.1.S1_s_at,Medtr1g091040.1
Mtr.8785.1.S1_at,Medtr8g102300.1
Mtr.8785.1.S1_at,Medtr8g102300.2
Mtr.8786.1.S1_at,Medtr5g034470.1
Mtr.8786.1.S1_at,Medtr5g034470.2
Mtr.8787.1.S1_at,Medtr4g014920.2
Mtr.8787.1.S1_at,Medtr4g014920.4
Mtr.8787.1.S1_at,Medtr4g014920.1
Mtr.8787.1.S1_at,Medtr4g014920.3
Mtr.8787.1.S1_at,Medtr4g014920.5
Mtr.8788.1.S1_at,Medtr5g098940.1
Mtr.8789.1.S1_s_at,Medtr6g007170.1
Mtr.8790.1.S1_at,Medtr7g108650.1
Mtr.8791.1.S1_s_at,Medtr1g075880.1
Mtr.8792.1.S1_s_at,Medtr7g099910.1
Mtr.8792.1.S1_s_at,Medtr7g099910.2
Mtr.8793.1.S1_at,Medtr1g021400.1
Mtr.8794.1.S1_at,Medtr1g021410.1
Mtr.8795.1.S1_at,Medtr3g020820.1
Mtr.8796.1.S1_at,Medtr1g054990.1
Mtr.8797.1.S1_at,Medtr8g467460.1
Mtr.8798.1.S1_at,Medtr4g097580.1
Mtr.8799.1.S1_at,Medtr6g004880.1
Mtr.88.1.S1_at,Medtr5g088510.1
Mtr.8800.1.S1_at,Medtr4g065980.1
Mtr.8801.1.S1_at,Medtr4g010330.2
Mtr.8801.1.S1_at,Medtr4g010330.1
Mtr.8802.1.S1_at,Medtr4g125720.1
Mtr.8802.1.S1_at,Medtr4g125720.2
Mtr.8803.1.S1_at,Medtr2g101040.3
Mtr.8803.1.S1_at,Medtr2g101040.2
Mtr.8803.1.S1_at,Medtr2g101040.1
Mtr.8803.1.S1_at,Medtr2g101040.4
Mtr.8803.1.S1_at,Medtr2g101040.5
Mtr.8804.1.S1_at,Medtr7g086430.1
Mtr.8805.1.S1_at,Medtr2g019640.1
Mtr.8807.1.S1_at,Medtr1g095110.1
Mtr.8808.1.S1_at,Medtr2g080950.2
Mtr.8809.1.S1_s_at,Medtr2g080950.3
Mtr.8809.1.S1_s_at,Medtr2g080950.1
Mtr.8809.1.S1_s_at,Medtr2g080950.2
Mtr.8810.1.S1_at,Medtr4g069090.1
Mtr.8811.1.S1_at,Medtr7g117690.1
Mtr.8812.1.S1_at,Medtr8g106580.1
Mtr.8813.1.S1_at,Medtr1g023260.3
Mtr.8813.1.S1_at,Medtr1g023260.2
Mtr.8813.1.S1_at,Medtr1g023260.4
Mtr.8813.1.S1_at,Medtr1g023260.1
Mtr.8814.1.S1_at,Medtr1g104810.2
Mtr.8814.1.S1_at,Medtr1g104810.1
Mtr.8816.1.S1_at,Medtr4g113020.2
Mtr.8816.1.S1_at,Medtr4g113020.1
Mtr.8816.1.S1_at,Medtr4g113020.3
Mtr.8817.1.S1_at,Medtr3g104700.2
Mtr.8817.1.S1_at,Medtr3g104700.1
Mtr.8818.1.S1_at,Medtr4g035650.1
Mtr.8818.1.S1_at,Medtr4g035650.2
Mtr.8819.1.S1_at,Medtr1g035730.1
Mtr.8820.1.S1_at,Medtr2g014680.2
Mtr.8820.1.S1_at,Medtr2g014680.1
Mtr.8821.1.S1_at,Medtr6g027300.2
Mtr.8821.1.S1_at,Medtr6g027300.4
Mtr.8821.1.S1_at,Medtr6g027300.1
Mtr.8821.1.S1_at,Medtr6g027300.3
Mtr.8822.1.S1_at,Medtr6g027300.2
Mtr.8822.1.S1_at,Medtr6g027300.1
Mtr.8822.1.S1_at,Medtr6g027300.3
Mtr.8823.1.S1_at,Medtr1g056390.1
Mtr.8825.1.S1_at,Medtr4g109720.1
Mtr.8826.1.S1_s_at,Medtr1g094620.1
