probe_set	gene_id	adjust_score	start	end
Mtr.5392.1.S1_at	Medtr8g018150.1	405	1425	1971
Mtr.5393.1.S1_at	Medtr4g030930.1	405	1683	1890
Mtr.5395.1.S1_at	Medtr5g008790.1	495	104	391
Mtr.5397.1.S1_at	Medtr7g103560.1	450	314	720
Mtr.5398.1.S1_at	Medtr1g105595.1	495	869	1130
Mtr.54.1.S1_at	Medtr5g073280.1	450	1454	1882
Mtr.5400.1.S1_at	Medtr1g105595.2	495	1009	1290
Mtr.5400.1.S1_at	Medtr1g105595.1	495	1186	1467
Mtr.5401.1.S1_s_at	Medtr4g059560.2	495	800	1000
Mtr.5401.1.S1_s_at	Medtr4g059560.1	495	1425	1625
Mtr.5402.1.S1_s_at	Medtr5g009970.3	493	810	1169
Mtr.5402.1.S1_s_at	Medtr5g009970.1	493	775	1134
Mtr.5402.1.S1_s_at	Medtr5g009970.4	493	681	1040
Mtr.5402.1.S1_s_at	Medtr5g009970.2	493	597	956
Mtr.5402.1.S1_s_at	Medtr5g009970.5	493	643	1002
Mtr.5403.1.S1_at	Medtr5g032210.1	450	2607	2870
Mtr.5403.1.S1_at	Medtr5g032210.2	405	2598	2985
Mtr.5404.1.S1_at	Medtr4g091670.2	360	1665	2124
Mtr.5404.1.S1_at	Medtr4g091670.3	360	1665	2036
Mtr.5404.1.S1_at	Medtr4g091670.4	360	1665	2124
Mtr.5404.1.S1_at	Medtr4g091670.1	360	1665	2036
Mtr.5406.1.S1_at	Medtr7g092860.4	450	1541	1619
Mtr.5406.1.S1_s_at	Medtr7g092860.1	495	1156	1275
Mtr.5406.1.S1_s_at	Medtr7g092860.4	495	1434	1553
Mtr.5406.1.S1_s_at	Medtr5g081750.1	495	979	1098
Mtr.5406.1.S1_s_at	Medtr7g092860.2	495	1434	1553
Mtr.5406.1.S1_s_at	Medtr7g092860.3	495	1293	1412
Mtr.5407.1.S1_at	Medtr3g115090.1	360	1099	1246
Mtr.5408.1.S1_s_at	Medtr1g022960.2	495	717	972
Mtr.5408.1.S1_s_at	Medtr1g022960.1	495	961	1216
Mtr.5409.1.S1_at	Medtr8g042490.1	360	5	491
Mtr.541.1.S1_at	Medtr5g038700.1	495	4	360
Mtr.5411.1.S1_at	Medtr4g123860.1	448	1	551
Mtr.5412.1.S1_at	Medtr8g096050.1	450	2	373
Mtr.5413.1.S1_at	Medtr7g021570.1	449	475	995
Mtr.5413.1.S1_at	Medtr7g021570.2	449	518	1038
Mtr.5415.1.S1_at	Medtr2g087270.1	495	54	149
Mtr.5415.1.S1_s_at	Medtr2g087270.1	495	152	589
Mtr.5416.1.S1_at	Medtr5g011010.1	360	47	528
Mtr.5418.1.S1_at	Medtr2g084565.1	495	147	512
Mtr.5419.1.S1_at	Medtr3g051310.1	495	22	371
Mtr.5420.1.S1_s_at	Medtr4g116790.2	495	435	580
Mtr.5420.1.S1_s_at	Medtr4g116770.1	495	655	800
Mtr.5420.1.S1_s_at	Medtr4g116790.1	495	435	580
Mtr.5420.1.S1_s_at	Medtr0204s0040.1	495	67	212
Mtr.5421.1.S1_s_at	Medtr8g009660.3	405	188	476
Mtr.5421.1.S1_s_at	Medtr8g009660.1	405	188	476
Mtr.5421.1.S1_s_at	Medtr8g009660.2	405	188	476
Mtr.5423.1.S1_s_at	Medtr1g108610.2	495	247	510
Mtr.5423.1.S1_s_at	Medtr1g108610.4	495	105	368
Mtr.5423.1.S1_s_at	Medtr1g108610.1	495	270	533
Mtr.5423.1.S1_s_at	Medtr1g108610.3	495	294	557
Mtr.5426.1.S1_at	Medtr5g014700.1	450	2194	2591
Mtr.5427.1.S1_at	Medtr1g060990.1	405	97	474
Mtr.5428.1.S1_at	Medtr3g102770.1	495	9	349
Mtr.5429.1.S1_at	Medtr1g090657.2	494	984	1387
Mtr.5429.1.S1_at	Medtr1g090657.1	494	1032	1435
Mtr.5436.1.S1_at	Medtr4g109980.1	495	289	602
Mtr.5438.1.S1_at	Medtr7g033910.1	495	126	261
Mtr.5440.1.S1_at	Medtr1g090803.2	450	2877	3327
Mtr.5440.1.S1_at	Medtr1g090803.1	450	2727	3177
Mtr.5441.1.S1_at	Medtr3g005810.1	450	130	667
Mtr.5442.1.S1_at	Medtr2g048510.1	447	94	239
Mtr.5442.1.S1_at	Medtr2g048510.2	447	90	235
Mtr.5444.1.S1_s_at	Medtr8g086300.1	495	391	587
Mtr.5445.1.S1_at	Medtr1g025490.1	495	110	467
Mtr.5446.1.S1_at	Medtr1g084060.1	450	10	109
Mtr.5446.1.S1_s_at	Medtr1g084060.3	495	274	738
Mtr.5446.1.S1_s_at	Medtr1g084060.1	495	124	588
Mtr.5446.1.S1_s_at	Medtr1g084060.2	495	349	813
Mtr.5448.1.S1_at	Medtr8g105355.1	492	81	140
Mtr.5448.1.S1_s_at	Medtr8g105450.1	450	1	434
Mtr.5448.1.S1_s_at	Medtr8g105355.1	450	126	559
Mtr.5449.1.S1_at	Medtr8g020290.1	495	2284	2758
Mtr.5450.1.S1_at	Medtr1g094960.1	495	182	461
Mtr.5451.1.S1_at	Medtr1g069165.1	495	3769	4065
Mtr.5453.1.S1_at	Medtr6g075440.1	360	1373	1556
Mtr.5453.1.S1_at	Medtr6g075440.2	360	1373	1556
Mtr.5454.1.S1_at	Medtr4g131850.1	450	1	363
Mtr.5455.1.S1_s_at	Medtr7g088070.1	495	533	675
Mtr.5455.1.S1_s_at	Medtr7g088070.2	450	582	712
Mtr.5456.1.S1_at	Medtr6g027620.1	495	988	1299
Mtr.5458.1.S1_at	Medtr0041s0030.2	450	2573	2960
Mtr.5458.1.S1_at	Medtr0041s0030.1	450	2820	3207
Mtr.5459.1.S1_at	Medtr5g021150.1	495	181	531
Mtr.5460.1.S1_at	Medtr3g071320.1	448	309	731
Mtr.5461.1.S1_at	Medtr3g087360.1	495	279	390
Mtr.5462.1.S1_at	Medtr1g026490.1	450	468	858
Mtr.5463.1.S1_at	Medtr1g116280.2	450	291	663
Mtr.5463.1.S1_at	Medtr1g116280.1	450	333	705
Mtr.5465.1.S1_at	Medtr4g074875.2	495	2391	2869
Mtr.5465.1.S1_at	Medtr4g074875.1	495	2391	2869
Mtr.5467.1.S1_at	Medtr8g079820.1	358	197	536
Mtr.5468.1.S1_at	Medtr1g016510.1	450	139	615
Mtr.5470.1.S1_at	Medtr4g072600.1	495	346	548
Mtr.5470.1.S1_x_at	Medtr4g072600.1	450	338	548
Mtr.5471.1.S1_at	Medtr3g437580.2	405	1359	1691
Mtr.5472.1.S1_at	Medtr2g088750.1	495	73	563
Mtr.5473.1.S1_at	Medtr4g011370.2	450	181	757
Mtr.5473.1.S1_at	Medtr4g011370.1	450	181	757
Mtr.5473.1.S1_at	Medtr4g011370.3	450	181	757
Mtr.5477.1.S1_at	Medtr2g018010.1	450	1266	1706
Mtr.5478.1.S1_at	Medtr2g021150.1	495	73	494
Mtr.5479.1.S1_at	Medtr1g035330.1	495	1359	1831
Mtr.548.1.S1_s_at	Medtr5g038590.1	495	419	624
Mtr.5480.1.S1_at	Medtr4g105100.5	360	2414	2527
Mtr.5480.1.S1_at	Medtr4g105100.3	360	2305	2418
Mtr.5481.1.S1_at	Medtr3g005730.2	360	153	615
Mtr.5481.1.S1_s_at	Medtr3g005730.1	495	83	522
Mtr.5481.1.S1_s_at	Medtr3g005730.2	495	83	585
Mtr.5482.1.S1_at	Medtr0572s0010.1	449	967	1385
Mtr.5483.1.S1_at	Medtr2g091260.1	450	1510	2005
Mtr.5484.1.S1_at	Medtr1g026290.3	405	1351	1773
Mtr.5484.1.S1_at	Medtr1g026290.4	405	2047	2469
Mtr.5484.1.S1_at	Medtr1g026290.1	405	2065	2487
Mtr.5484.1.S1_at	Medtr1g026290.5	405	2047	2469
Mtr.5484.1.S1_at	Medtr1g026290.2	405	2047	2469
Mtr.5485.1.S1_s_at	Medtr1g024930.1	405	130	443
Mtr.5486.1.S1_at	Medtr5g055680.3	495	57	125
Mtr.5486.1.S1_at	Medtr5g055680.2	495	84	152
Mtr.5486.1.S1_s_at	Medtr5g055680.3	495	114	534
Mtr.5486.1.S1_s_at	Medtr5g055680.1	495	4	461
Mtr.5486.1.S1_s_at	Medtr5g055680.2	495	141	556
Mtr.5488.1.S1_at	Medtr6g078930.1	494	1634	2022
Mtr.5489.1.S1_at	Medtr7g112140.1	450	2826	3217
Mtr.5489.1.S1_at	Medtr7g112140.3	450	2798	3189
Mtr.5489.1.S1_at	Medtr7g112140.2	450	2798	3189
Mtr.549.1.S1_at	Medtr5g038595.1	495	21	281
Mtr.5490.1.S1_at	Medtr4g078810.1	360	10	228
Mtr.5492.1.S1_at	Medtr8g009680.1	495	338	882
Mtr.5493.1.S1_at	Medtr2g013230.2	495	370	673
Mtr.5494.1.S1_at	Medtr5g015170.1	449	195	735
Mtr.5495.1.S1_at	Medtr2g090355.1	405	99	577
Mtr.5495.1.S1_at	Medtr2g049990.1	355	145	200
Mtr.5495.1.S1_at	Medtr2g049990.2	355	145	200
Mtr.5495.1.S1_s_at	Medtr2g090355.1	402	164	344
Mtr.5496.1.S1_at	Medtr5g096780.1	449	125	516
Mtr.5497.1.S1_s_at	Medtr7g011230.1	495	790	1095
Mtr.5498.1.S1_at	Medtr2g090330.2	495	484	853
Mtr.5498.1.S1_at	Medtr2g090330.3	495	465	834
Mtr.5498.1.S1_at	Medtr2g090330.1	495	176	545
Mtr.5499.1.S1_at	Medtr3g101870.1	450	582	1083
Mtr.55.1.S1_at	Medtr5g073230.1	495	877	1444
Mtr.550.1.S1_at	Medtr5g038590.1	450	18	274
Mtr.5500.1.S1_at	Medtr1g099440.1	495	4	469
Mtr.5501.1.S1_at	Medtr7g061840.1	405	1680	2095
Mtr.5503.1.S1_at	Medtr6g043510.1	495	1511	1863
Mtr.5504.1.S1_at	Medtr6g023760.1	405	205	569
Mtr.5505.1.S1_at	Medtr1g112640.3	450	483	956
Mtr.5505.1.S1_s_at	Medtr1g112640.3	495	679	859
Mtr.5505.1.S1_s_at	Medtr1g112640.1	495	546	726
Mtr.5505.1.S1_s_at	Medtr1g112640.5	495	855	1035
Mtr.5505.1.S1_s_at	Medtr1g112640.4	450	753	930
Mtr.5505.1.S1_s_at	Medtr1g112640.2	450	546	723
Mtr.5507.1.S1_at	Medtr4g107350.1	495	1176	1402
Mtr.5508.1.S1_at	Medtr2g035620.1	495	1733	2221
Mtr.5509.1.S1_at	Medtr5g006960.1	404	117	450
Mtr.5509.1.S1_at	Medtr5g006960.2	404	117	450
Mtr.551.1.S1_at	Medtr5g038550.2	405	578	1068
Mtr.551.1.S1_at	Medtr5g038550.1	405	551	1041
Mtr.5510.1.S1_at	Medtr7g112140.1	495	1654	2084
Mtr.5510.1.S1_at	Medtr7g112140.3	495	1626	2056
Mtr.5510.1.S1_at	Medtr7g112140.2	495	1626	2056
Mtr.5511.1.S1_at	Medtr6g011480.1	450	493	777
Mtr.5511.1.S1_at	Medtr6g011480.2	450	493	777
Mtr.5512.1.S1_at	Medtr2g099040.1	493	402	866
Mtr.5512.1.S1_at	Medtr2g099040.4	493	473	937
Mtr.5512.1.S1_at	Medtr2g099040.2	493	473	937
Mtr.5512.1.S1_at	Medtr2g099040.3	493	505	969
Mtr.5512.1.S1_at	Medtr2g099040.5	360	130	338
Mtr.5513.1.S1_s_at	Medtr8g092190.2	495	413	746
Mtr.5513.1.S1_s_at	Medtr8g092190.1	495	218	551
Mtr.5517.1.S1_at	Medtr5g027910.1	495	1314	1774
Mtr.5519.1.S1_at	Medtr3g069710.1	495	308	768
Mtr.552.1.S1_at	Medtr5g038540.1	450	856	1250
Mtr.552.1.S1_at	Medtr1g067700.1	360	741	1129
Mtr.5521.1.S1_at	Medtr6g008480.1	405	39	470
Mtr.5522.1.S1_at	Medtr3g085640.1	493	1596	2128
Mtr.5522.1.S1_at	Medtr3g085640.2	493	1596	2128
Mtr.5524.1.S1_s_at	Medtr8g470970.1	495	74	228
Mtr.5525.1.S1_at	Medtr6g445110.1	450	66	642
Mtr.5527.1.S1_at	Medtr1g062330.1	495	1740	1945
Mtr.5527.1.S1_at	Medtr1g062330.2	495	1740	1945
Mtr.553.1.S1_at	Medtr5g038520.1	450	49	483
Mtr.5530.1.S1_s_at	Medtr3g113920.1	495	195	489
Mtr.5531.1.S1_at	Medtr2g015430.1	450	181	546
Mtr.5532.1.S1_at	Medtr2g030160.1	405	1065	1401
Mtr.5534.1.S1_at	Medtr6g082980.1	495	16	520
Mtr.5535.1.S1_at	Medtr3g436060.1	495	610	1025
Mtr.5536.1.S1_s_at	Medtr2g104110.1	495	237	795
Mtr.5537.1.S1_at	Medtr2g040470.1	450	1721	2243
Mtr.5537.1.S1_at	Medtr2g040470.3	405	1866	2385
Mtr.5537.1.S1_at	Medtr2g040470.2	405	2029	2548
Mtr.5538.1.S1_at	Medtr3g107320.1	495	88	667
Mtr.5538.1.S1_at	Medtr3g107320.2	450	84	603
Mtr.5538.1.S1_at	Medtr3g107320.3	450	80	599
Mtr.554.1.S1_at	Medtr5g038510.1	495	758	1334
Mtr.5540.1.S1_at	Medtr4g072680.1	493	267	383
Mtr.5541.1.S1_at	Medtr1g017140.1	495	323	789
Mtr.5542.1.S1_at	Medtr5g082840.1	403	3013	3406
Mtr.5543.1.S1_at	Medtr3g056675.1	450	1942	2382
Mtr.5543.1.S1_at	Medtr3g056645.1	357	229	666
Mtr.5546.1.S1_at	Medtr3g078160.2	495	391	729
Mtr.5546.1.S1_at	Medtr3g078160.1	495	391	729
Mtr.5546.1.S1_at	Medtr3g078160.3	495	391	729
Mtr.5547.1.S1_s_at	Medtr2g090735.1	495	168	557
Mtr.5549.1.S1_at	Medtr5g021190.1	450	1490	1664
Mtr.5550.1.S1_at	Medtr2g095390.1	495	131	716
Mtr.5551.1.S1_at	Medtr7g113960.1	360	482	674
Mtr.5551.1.S1_at	Medtr7g113960.2	360	482	674
Mtr.5553.1.S1_at	Medtr3g092095.2	495	160	610
Mtr.5557.1.S1_at	Medtr5g062370.1	495	981	1557
Mtr.5557.1.S1_at	Medtr5g062370.2	495	981	1557
Mtr.5557.1.S1_at	Medtr5g062320.1	358	948	1524
Mtr.5558.1.S1_at	Medtr5g079550.1	495	777	1292
Mtr.5559.1.S1_at	Medtr6g088465.1	495	121	460
Mtr.5559.1.S1_x_at	Medtr6g088465.1	495	121	460
Mtr.5560.1.S1_s_at	Medtr5g069330.4	405	108	148
Mtr.5560.1.S1_s_at	Medtr5g069330.3	405	130	170
Mtr.5560.1.S1_s_at	Medtr5g069330.5	405	130	170
Mtr.5563.1.S1_at	Medtr3g006800.1	405	941	1414
Mtr.5565.1.S1_at	Medtr2g075400.1	404	215	796
Mtr.5567.1.S1_at	Medtr4g124030.1	495	198	621
Mtr.5568.1.S1_at	Medtr3g061160.1	494	211	586
Mtr.5570.1.S1_at	Medtr4g011970.1	450	1981	2526
Mtr.5571.1.S1_s_at	Medtr5g055210.4	495	508	1373
Mtr.5571.1.S1_s_at	Medtr5g055210.5	495	58	923
Mtr.5571.1.S1_s_at	Medtr5g055210.1	495	514	1050
Mtr.5571.1.S1_s_at	Medtr5g055210.2	450	920	1031
Mtr.5571.1.S1_s_at	Medtr5g055210.3	450	1249	1360
Mtr.5572.1.S1_at	Medtr8g040120.5	449	41	240
Mtr.5572.1.S1_at	Medtr8g040120.1	449	66	231
Mtr.5572.1.S1_at	Medtr8g040120.3	405	368	472
Mtr.5572.1.S1_at	Medtr8g040120.4	405	330	434
Mtr.5572.1.S1_at	Medtr8g040120.2	405	334	438
Mtr.5572.1.S1_s_at	Medtr8g040120.3	495	511	874
Mtr.5572.1.S1_s_at	Medtr8g040120.4	495	473	836
Mtr.5572.1.S1_s_at	Medtr8g040120.2	495	477	840
Mtr.5572.1.S1_s_at	Medtr8g040120.5	495	279	642
Mtr.5572.1.S1_s_at	Medtr8g040120.1	495	270	633
Mtr.5573.1.S1_at	Medtr7g070060.3	403	1	275
Mtr.5573.1.S1_at	Medtr7g070060.2	403	1	275
Mtr.5574.1.S1_at	Medtr5g037210.1	405	820	1253
Mtr.5576.1.S1_s_at	Medtr1g080890.1	495	1165	1230
Mtr.5578.1.S1_at	Medtr7g092430.1	495	1682	2059
Mtr.558.1.S1_at	Medtr6g026900.2	495	1859	2288
Mtr.558.1.S1_at	Medtr6g026900.1	495	1888	2317
Mtr.5580.1.S1_s_at	Medtr5g074200.1	495	134	477
Mtr.5582.1.S1_s_at	Medtr4g086290.1	495	164	515
Mtr.5582.1.S1_s_at	Medtr4g086290.2	495	164	515
Mtr.5583.1.S1_at	Medtr8g037270.1	495	187	594
Mtr.5583.1.S1_at	Medtr8g037270.2	495	246	653
Mtr.5585.1.S1_at	Medtr3g055330.1	495	29	286
Mtr.5585.1.S1_at	Medtr3g055330.2	495	29	286
Mtr.5586.1.S1_s_at	Medtr1g100070.1	495	217	644
Mtr.5586.1.S1_s_at	Medtr1g100070.3	495	150	577
Mtr.5586.1.S1_s_at	Medtr1g100070.2	450	217	639
Mtr.5587.1.S1_at	Medtr1g016290.1	495	123	198
Mtr.5588.1.S1_at	Medtr5g031790.2	450	452	835
Mtr.5588.1.S1_at	Medtr5g031790.1	450	280	663
Mtr.5589.1.S1_at	Medtr1g038850.1	450	162	528
Mtr.559.1.S1_at	Medtr6g026890.1	495	164	447
Mtr.5590.1.S1_at	Medtr3g005290.1	405	3	576
Mtr.5590.1.S1_at	Medtr3g005290.2	405	3	576
Mtr.5594.1.S1_at	Medtr5g070330.1	493	1199	1640
Mtr.5595.1.S1_s_at	Medtr6g026940.1	495	3	422
Mtr.5596.1.S1_at	Medtr3g107660.1	494	3055	3250
Mtr.5598.1.S1_at	Medtr3g109170.1	495	91	433
Mtr.5600.1.S1_at	Medtr4g092040.4	495	3618	4117
Mtr.5600.1.S1_at	Medtr4g092040.1	495	3485	3984
Mtr.5600.1.S1_at	Medtr4g092040.2	450	3485	3868
Mtr.5600.1.S1_at	Medtr4g092040.3	450	3118	3501
Mtr.5601.1.S1_at	Medtr1g067380.2	495	756	1199
Mtr.5601.1.S1_at	Medtr1g067380.1	495	715	1158
Mtr.5602.1.S1_at	Medtr2g016160.2	450	42	430
Mtr.5602.1.S1_at	Medtr2g016160.1	450	42	430
Mtr.5605.1.S1_at	Medtr0015s0140.2	495	533	1045
Mtr.5605.1.S1_at	Medtr0015s0140.1	495	1198	1710
Mtr.5608.1.S1_at	Medtr8g069905.1	450	194	637
Mtr.5612.1.S1_at	Medtr3g465600.1	495	1761	2212
Mtr.5613.1.S1_at	Medtr8g099820.1	450	228	708
Mtr.5613.1.S1_at	Medtr8g099820.2	405	270	624
Mtr.5616.1.S1_at	Medtr8g042410.1	495	184	591
Mtr.5617.1.S1_s_at	Medtr3g014680.1	450	143	472
Mtr.5618.1.S1_at	Medtr8g468600.1	495	42	469
Mtr.5619.1.S1_at	Medtr3g061160.1	405	1176	1577
Mtr.562.1.S1_at	Medtr6g026870.1	450	646	1377
Mtr.5620.1.S1_at	Medtr2g450210.1	495	2137	2495
Mtr.5620.1.S1_at	Medtr2g450210.2	495	2137	2495
Mtr.5622.1.S1_at	Medtr7g051910.1	403	67	486
Mtr.5623.1.S1_at	Medtr5g090150.1	495	166	283
Mtr.5623.1.S1_s_at	Medtr5g090150.1	495	135	583
Mtr.5625.1.S1_at	Medtr2g060420.2	495	133	623
Mtr.5625.1.S1_at	Medtr2g060420.4	495	133	623
Mtr.5625.1.S1_at	Medtr2g060420.1	495	137	627
Mtr.5625.1.S1_at	Medtr2g060420.3	495	133	623
Mtr.5628.1.S1_at	Medtr8g018735.2	495	1897	1996
Mtr.5628.1.S1_s_at	Medtr8g018735.2	495	1808	2044
Mtr.5628.1.S1_s_at	Medtr8g018735.1	495	1808	1954
Mtr.563.1.S1_at	Medtr6g026840.1	495	114	156
Mtr.5630.1.S1_at	Medtr0288s0020.1	495	169	507
Mtr.5631.1.S1_at	Medtr3g114950.2	450	371	542
Mtr.5631.1.S1_s_at	Medtr3g114950.2	405	44	315
Mtr.5632.1.S1_at	Medtr3g070300.1	450	248	580
Mtr.5633.1.S1_at	Medtr5g016150.1	450	385	914
Mtr.5634.1.S1_at	Medtr4g080050.1	450	692	1069
Mtr.5634.1.S1_at	Medtr4g080050.2	450	325	702
Mtr.5635.1.S1_at	Medtr1g009760.1	495	1772	2346
Mtr.5635.1.S1_at	Medtr1g009760.2	495	1781	2355
Mtr.5636.1.S1_at	Medtr3g011950.1	495	1343	1770
Mtr.5638.1.S1_at	Medtr1g011510.1	450	108	518
Mtr.5639.1.S1_at	Medtr6g004930.1	448	19	387
Mtr.564.1.S1_at	Medtr6g026800.1	495	886	1098
Mtr.5641.1.S1_at	Medtr3g111420.1	360	85	515
Mtr.5645.1.S1_s_at	Medtr0194s0020.1	495	97	592
Mtr.5645.1.S1_s_at	Medtr0194s0020.2	495	97	592
Mtr.5645.1.S1_s_at	Medtr0194s0020.3	495	97	592
Mtr.5646.1.S1_at	Medtr3g099757.1	405	10	311
Mtr.5648.1.S1_s_at	Medtr4g071445.1	360	222	463
Mtr.5648.1.S1_s_at	Medtr4g071445.2	360	222	463
Mtr.5649.1.S1_at	Medtr8g015010.1	495	39	579
Mtr.5650.1.S1_at	Medtr1g050535.2	495	135	704
Mtr.5650.1.S1_at	Medtr1g050535.1	495	87	656
Mtr.5651.1.S1_at	Medtr7g106880.3	450	1434	2008
Mtr.5651.1.S1_at	Medtr7g106880.2	450	635	1209
Mtr.5651.1.S1_at	Medtr7g106880.1	450	1070	1644
Mtr.5652.1.S1_at	Medtr4g088785.1	491	491	668
Mtr.5655.1.S1_s_at	Medtr4g070430.5	495	739	969
Mtr.5655.1.S1_s_at	Medtr4g070430.2	495	710	940
Mtr.5655.1.S1_s_at	Medtr4g070430.3	495	477	707
Mtr.5655.1.S1_s_at	Medtr4g070430.1	495	640	870
Mtr.5655.1.S1_s_at	Medtr4g070430.4	495	604	834
Mtr.5656.1.S1_at	Medtr1g112870.1	495	62	105
Mtr.5656.1.S1_s_at	Medtr1g112870.2	495	130	559
Mtr.5656.1.S1_s_at	Medtr1g112870.3	495	123	552
Mtr.5656.1.S1_s_at	Medtr1g112870.1	495	102	531
Mtr.5657.1.S1_at	Medtr8g098345.1	495	766	1171
Mtr.5659.1.S1_at	Medtr4g134360.3	450	152	636
Mtr.5659.1.S1_at	Medtr4g134360.4	450	149	633
Mtr.5659.1.S1_at	Medtr4g134360.1	450	149	633
Mtr.5659.1.S1_at	Medtr4g134360.2	450	112	596
Mtr.5661.1.S1_at	Medtr8g069470.1	450	236	668
Mtr.5662.1.S1_at	Medtr8g073315.2	495	122	514
Mtr.5662.1.S1_s_at	Medtr8g073315.2	495	270	610
Mtr.5662.1.S1_s_at	Medtr8g073315.1	495	114	454
Mtr.5662.1.S1_s_at	Medtr0040s0110.1	495	30	343
Mtr.5663.1.S1_at	Medtr8g085210.1	449	174	523
Mtr.5664.1.S1_at	Medtr5g059260.1	495	232	716
Mtr.5665.1.S1_at	Medtr1g027970.1	495	182	691
Mtr.5667.1.S1_at	Medtr8g087650.10	360	6	541
Mtr.5668.1.S1_at	Medtr3g088885.1	495	146	542
Mtr.5670.1.S1_at	Medtr3g099600.1	495	81	603
Mtr.5671.1.S1_at	Medtr6g016495.1	450	1153	1700
Mtr.5671.1.S1_at	Medtr6g016495.2	450	1153	1700
Mtr.5672.1.S1_at	Medtr4g033490.1	495	2719	3209
Mtr.5675.1.S1_s_at	Medtr1g015750.1	495	615	1112
Mtr.5675.1.S1_s_at	Medtr1g015750.2	495	421	998
Mtr.5675.1.S1_s_at	Medtr1g015750.4	495	421	918
Mtr.5675.1.S1_s_at	Medtr1g015750.3	450	660	1097
Mtr.5676.1.S1_at	Medtr2g014820.1	495	972	1449
Mtr.5677.1.S1_at	Medtr7g096260.2	450	97	605
Mtr.5678.1.S1_s_at	Medtr7g099450.1	495	94	631
Mtr.5678.1.S1_s_at	Medtr7g099450.2	495	95	632
Mtr.5679.1.S1_at	Medtr4g036080.1	450	768	1307
Mtr.568.1.S1_at	Medtr6g013220.1	360	21	459
Mtr.5680.1.S1_at	Medtr8g036105.1	495	34	573
Mtr.5681.1.S1_at	Medtr8g095390.1	495	282	724
Mtr.5682.1.S1_at	Medtr2g091135.2	538	2211	2590
Mtr.5682.1.S1_at	Medtr2g091135.1	493	2456	2564
Mtr.5682.1.S1_s_at	Medtr2g091135.1	495	2232	2306
Mtr.5682.1.S1_s_at	Medtr2g091135.2	495	2258	2332
Mtr.5682.1.S1_x_at	Medtr2g091135.2	538	2211	2603
Mtr.5682.1.S1_x_at	Medtr2g091135.1	493	2237	2577
Mtr.5684.1.S1_at	Medtr7g074010.1	495	1363	1911
Mtr.5684.1.S1_at	Medtr7g074010.3	495	999	1547
Mtr.5684.1.S1_at	Medtr7g074010.2	495	701	1249
Mtr.5687.1.S1_s_at	Medtr4g101280.1	448	65	565
Mtr.5689.1.S1_at	Medtr7g106420.1	405	131	571
Mtr.569.1.S1_s_at	Medtr6g013380.1	495	1325	1781
Mtr.569.1.S1_s_at	Medtr6g013240.1	495	1340	1796
Mtr.5690.1.S1_at	Medtr8g032020.1	440	1	395
Mtr.5692.1.S1_at	Medtr1g107375.1	493	86	362
Mtr.5693.1.S1_at	Medtr4g094705.1	405	11128	11637
Mtr.5695.1.S1_at	Medtr4g092360.1	495	104	632
Mtr.5695.1.S1_at	Medtr4g050940.1	450	203	668
Mtr.5696.1.S1_at	Medtr4g109420.4	360	4860	5230
Mtr.5696.1.S1_at	Medtr4g109420.1	360	4764	5134
Mtr.5696.1.S1_at	Medtr4g109420.5	360	4764	5134
Mtr.5696.1.S1_at	Medtr4g109420.3	360	4764	5134
Mtr.5696.1.S1_at	Medtr4g109420.2	360	4860	5230
Mtr.5697.1.S1_at	Medtr1g097440.2	495	92	614
Mtr.5697.1.S1_at	Medtr1g097440.1	495	83	605
Mtr.5698.1.S1_at	Medtr6g059320.1	495	130	704
Mtr.570.1.S1_s_at	Medtr6g013245.1	495	141	244
Mtr.5700.1.S1_at	Medtr0172s0010.1	495	100	530
Mtr.5701.1.S1_at	Medtr1g094740.1	495	135	330
Mtr.5702.1.S1_at	Medtr1g089280.1	494	318	562
Mtr.5703.1.S1_at	Medtr7g110660.2	495	81	672
Mtr.5703.1.S1_s_at	Medtr7g110660.2	450	103	610
Mtr.5703.1.S1_s_at	Medtr7g110660.1	450	241	748
Mtr.5705.1.S1_at	Medtr7g072490.1	360	179	544
Mtr.5707.1.S1_at	Medtr5g080000.1	495	1534	2036
Mtr.5708.1.S1_at	Medtr3g071300.1	495	232	771
Mtr.5709.1.S1_at	Medtr1g115370.1	495	194	749
Mtr.571.1.S1_at	Medtr6g013250.1	405	432	1020
Mtr.5710.1.S1_at	Medtr4g080777.2	360	667	771
Mtr.5710.1.S1_at	Medtr4g080777.1	360	1327	1431
Mtr.5711.1.S1_at	Medtr5g088750.1	495	135	450
Mtr.5711.1.S1_at	Medtr5g088750.2	495	118	513
Mtr.5714.1.S1_at	Medtr1g102890.1	495	126	678
Mtr.5714.1.S1_at	Medtr1g102890.2	495	126	863
Mtr.5715.1.S1_at	Medtr7g013810.1	495	286	754
Mtr.5716.1.S1_at	Medtr5g430360.1	360	329	642
Mtr.5716.1.S1_at	Medtr5g030360.1	357	1103	1416
Mtr.5717.1.S1_at	Medtr2g013720.1	448	1079	1617
Mtr.5718.1.S1_at	Medtr4g053240.2	405	2457	3005
Mtr.5718.1.S1_at	Medtr4g053240.5	405	2496	3044
Mtr.5718.1.S1_at	Medtr4g053240.1	405	2442	2990
Mtr.5718.1.S1_at	Medtr4g053240.4	405	2432	2980
Mtr.5718.1.S1_at	Medtr4g053240.3	405	2471	3019
Mtr.5719.1.S1_at	Medtr4g011880.1	450	129	577
